MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
EBUVOP,0,0.756674014,21.78868413,4.76368337,not found,0.646667,none,1.784,none,none,none,2,1,15,C2/c,130,0.5,2015,Fe,,,1,1142.919,0.000874953,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
POCNEB,0,0.749216462,36.51491323,12.64744224,not found,2.03572,1.13979,1.768,0,0,0.28922,2,1,2,P-1,293,0.5,2014,Fe,,,1,1153.062,0.000867256,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HIFPAO,0,0.715165498,4.451941028,11.39965164,not found,2.77553,1.26299,2.715,0,0,0.30856,2,1,4,P21,223,1,2016,Ag,,,1,587.144,0.003406319,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
ETEVOP,0,0.689999322,9.647661264,10.28420525,not found,2.1028,1.30049,1.951,0,0,0.29756,2,1,14,P21/c,295,1,1999,Rb,,,1,1325.602,0.000754374,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
HIVTIS,0,0.687233557,5.212510103,8.482764433,not found,0.533333,none,2.325,none,none,none,2,5,18,P21212,295,0.5,2005,Ag,,,1,785.563,0.001272972,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
NOBLOI,0,0.680707995,32.30286634,22.25853995,not found,0.413333,none,3.2,none,none,none,2,2,14,P21/c,123,1,2006,Ag,,,1,1097.446,0.004556033,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
FULLOO,0,0.661115527,10.50569041,5.449534933,not found,2.07578,0.83498,2.255,0,0,0.25726,2,1,14,P21/c,293,0.5,2002,Ni,,,1,369.491,0.005412852,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
NIWQIV,0,0.653563824,7.461793436,8.538142083,not found,1.7015,0.7947,2.295,0,0,0.20306,2,3,14,P21/c,110,1,2006,Ni,,,1,415.615,0.004812146,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no
IKABIH,0,0.57979594,17.95440657,8.162522668,not found,0.813333,none,1.843,none,none,none,2,1,28,Pc2m,295,0.5,1997,Ni,,,1,1276.835,0.000783187,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
BUKBUE,46.0841,0.000454974,46.0841,46.0841,not found,1.84356,1.12867,1.769,0,0,0.2775,2,1,2,P-1,110,1,2014,Co,,,1,1017.977,0.00098234,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
VAQKED01,0,0.485844285,6.573594621,7.638077569,not found,1.51243,0.86722,2.002,0,0,0.24738,2,18,162,P-31m,120,0.08,2017,Fe,,,1,985.575,0.001014636,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
VAQKED,0,0.48584238,6.736481327,7.581973715,not found,1.50995,0.91758,2.002,0,0,0.24596,2,18,162,P-31m,120,0.08,2017,Fe,,,1,985.575,0.001014636,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BIWVOT,0,0.47246989,24.25904718,39.41254523,not found,2.73535,1.26586,1.656,0,0,0.32138,2,2,2,P-1,100,1,2017,Cu,,,1,2384.753,0.000838661,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
KIQJID,0,0.445732257,8.467135655,8.105475157,not found,2.32389,1.58682,2.161,0,0,0.29466,2,1,14,P21/n,293,0.5,2003,Fe,,,1,973.818,0.001026886,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
ZEBCUE,0,0.415400816,2.769274567,3.471274618,not found,1.90561,1.20042,2.168,0,0,0.29344,2,1,14,P21/c,293,1,2012,Cu,,,1,620.831,0.003221489,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
KEQMAX03,0,1.660549095,69.75896871,134.0262273,not found,1.13333,none,1.323,none,none,none,2,1.75,14,P21/c,173,1,1999,Co,,,1,4452.663,0.000224585,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
SOPNOC,0,1.204373382,11.87588125,23.83375671,not found,1.45333,none,1.548,none,none,none,2,1,122,I-42d,298,0.25,2006,Co,,,1,1765.1,0.00056654,no,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
AJESAJ03,0,0.77362725,6.959575173,8.036017153,not found,1.78692,1.05761,1.526,0,0,0.31722,2,1,2,P-1,203,0.5,1999,Co,,,1,366.933,0.002725293,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
NAYJAY,0,0.57831945,5.043665322,10.88618599,not found,1.80616,1.17614,1.699,0,0,0.29448,2,1,61,Pcab,298,1,2008,Co,,,1,584.757,0.001710112,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
NOGMAY,0,5.273679036,28.4548277,18.18608746,not found,1.60707,0.96394,2.367,0,0,0.2717,2,3,15,C2/c,293,1,2006,Rb,,,1,650.487,0.003074619,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
NOGMEC,0,5.157727794,36.73932752,14.30957946,not found,0.486667,none,3.118,none,none,none,2,3,15,C2/c,93,1,2006,Cs,,,1,860.494,0.001162123,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no
WERHOR,0,3.893991963,9.714109935,2.392623437,not found,1.56592,1.20231,2.819,0,0,0.27586,2,1,62,Pnma,293,0.5,2009,Cs,,,1,511.228,0.001956074,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no
WEYMOD,0,3.857991575,37.40655984,9.790939115,not found,1.85813,1.01793,1.996,0,0,0.31646,2,1,60,Pbcn,293,0.5,2009,Ag,,,1,1209.375,0.000826873,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
BORNIG,0,3.82714339,18.58001708,10.50097088,not found,0.42,none,3.097,none,none,none,2,1,2,P-1,223,1,2013,Cs,,,1,926.341,0.002159032,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no
DALXAS,0,3.76408373,23.47609395,4.580419921,not found,0.393333,none,3.013,none,none,none,2,3,14,P21/c,293,0.5,2008,Pb,,,1,875.823,0.001141783,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
VENDAU01,0,3.640282548,10.72435309,5.590243142,not found,3.43721,1.05389,1.721,0,0,0.37718,2,3,15,C2/c,293,0.5,2006,Sn,,,1,2145.338,0.000466127,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
AHAKAW,0,3.602795057,25.61854835,9.758838403,not found,1.98444,1.03027,2.701,0,0,0.27002,2,3,2,P-1,150,1,2008,Pb,,,1,2096.169,0.000477061,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NAJVAW,0,3.549073256,10.82227143,3.159401793,not found,0.48,none,2.212,none,none,none,2,3,13,P2/c,291,0.5,2014,Cs,,,1,669.725,0.00149315,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no
VUZTIT01,0,3.53512851,5.744103866,9.796511271,not found,1.41257,0.64424,3.488,0,0,0.19604,2,2,148,R-3,150,1,2015,Pb,,,1,646.159,0.001547607,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
VUZTIT,0,3.53236982,5.899128335,9.017259946,not found,1.47915,0.75339,3.479,0,0,0.20008,2,1.83,148,R-3,293,1,2015,Pb,,,1,647.708,0.001543906,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
APIROH,0,3.401057208,1.842034902,3.486263157,not found,1.71185,1.0292,2.109,0,0,0.29784,2,1,2,P-1,100,1,2009,In,,,1,516.509,0.001936075,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OSIWIX,0,3.357334773,1.915340024,0.444433776,not found,1.71465,0.95715,2.716,0,0,0.29462,2,2,62,Pnma,150,0.5,2004,Ag,,,1,464.578,0.002152491,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
OCETAS,0,3.282156796,16.43355873,10.17867947,not found,2.04914,1.1879,2.477,0,0,0.32622,2,1,41,Aba2,203,1,1999,Ag,,,1,3297.635,0.000909743,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
DOXKEH,0,3.260822255,16.3948042,10.78929914,not found,0.486667,none,2.81,none,none,none,2,3,14,P21/n,130,1,2015,Cs,,,1,574.376,0.00174102,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no
LAQJUI,0,3.235170084,11.51372253,3.886097213,not found,1.78665,0.98884,3.355,0,0,0.26708,2,1,14,P21/c,293,1,2011,Ag,,,1,700.591,0.002854733,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
OCESUL,0,3.191038934,6.361153649,2.627675082,not found,1.59639,0.8391,2.972,0,0,0.26088,2,7,15,C2/c,298,0.5,2007,Ag,,,1,853.602,0.001171506,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
OCESUL02,0,3.175365177,8.230736476,1.895697306,not found,0.52,none,2.995,none,none,none,2,1,14,P21/c,93,0.5,2014,Ag,,,1,846.845,0.001180854,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
OCESUL01,0,3.133024265,7.892137093,1.816674195,not found,1.53162,0.80348,3.016,0,0,0.25308,2,1,61,Pbca,293,1,2007,Ag,,,1,841.17,0.00118882,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
SEDTIF,0,3.130327889,1.723933438,0.864324937,not found,1.79746,1.26546,2.723,0,0,0.26312,2,12,230,Ia-3d,130,0.08,2011,Pb,,,1,708.63,0.002822347,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
SOCDEV,0,3.109302469,1.912727575,4.648567231,not found,1.5652,0.90889,2.406,0,0,0.26516,2,4,2,P-1,173,0.5,1998,Ag,,,1,621.052,0.001610171,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
ROSGAJ,0,3.09416015,4.915061807,0.669484224,not found,1.22125,0.78742,3.371,0,0,0.21882,2,4,15,C2/c,100,0.5,2016,Ag,,,1,378.213,0.002644013,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
YUNFIX,0,3.091443638,44.35583088,7.714541742,not found,2.79389,2.37985,2.317,0,0,0.3607,2,1,2,P-1,298,1,2011,Pb,,,1,2194.103,0.000455767,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
TALKOH,0,3.038187423,3.861600912,0.516840452,not found,2.31055,1.1215,2.987,0,0,0.30532,2,2,62,Pnma,295,0.5,2013,Ag,,,1,782.43,0.005112278,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
TIDXAH,0,3.03688808,4.736382696,3.405138125,not found,1.89685,1.03195,3.405,0,0,0.26008,2,3.2,71,Immm,295,0.13,1998,Ag,,,1,473.818,0.006331545,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
PUKTIZ,0,3.032008534,60.73743295,50.73694932,not found,2.79969,1.11444,1.874,0,0,0.32408,2,1,14,P21/n,293,1,2010,Y,,,1,2292.286,0.000872491,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
NUHDUQ,0,3.029068889,13.37628395,2.227772818,not found,2.93191,2.20951,1.645,0,0,0.41816,2,1,15,C2/c,90,0.5,2006,Ag,,,1,1575.259,0.001269632,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
EBAVEK,0,3.003470324,40.30177126,22.34218314,not found,2.51179,1.25157,1.873,0,0,0.33842,2,1,64,Cmca,296,0.5,2010,Cu,Si,,2,1169.505,0.001710125,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no
BURLEH,0,2.98031262,8.76454711,2.262056734,not found,1.72855,0.82845,2.966,0,0,0.2622,2,1,2,P-1,293,0.5,2014,Ag,,,1,855.334,0.001169134,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
QACYUO,0,2.976350371,53.2170561,33.2680477,not found,4.41019,2.32424,1.675,0,0,0.41406,2,1,19,P212121,173,1,2005,Ag,,,1,2031.583,0.000492227,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QACYUO01,0,2.96197759,22.76737821,34.17838776,not found,4.5739,2.75785,1.675,0,0,0.4347,2,5,2,P-1,173,0.5,2005,Ag,,,1,2031.624,0.000492217,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
LIRPUX,0,2.927194639,17.62427198,25.39561218,not found,1.87908,1.18079,2.177,0,0,0.30564,2,1,122,I-42d,298,0.25,2006,Ag,,,1,2139.049,0.000467497,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MUTKUH01,0,2.893055238,8.910804013,4.527127618,not found,1.87727,1.09107,4.264,0,0,0.31464,2,5,2,P-1,130,0.5,2013,Au,,,1,1233.893,0.002431329,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no
IGOYUA,0,2.8858415,20.04289533,9.187697497,not found,5.43263,4.40696,1.716,208.74,123.629,0.41152,2,1,15,C2/c,298,0.5,2002,Cu,,,1,2132.301,0.000468977,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
YOSWIN,0,2.863084892,1.941041304,3.630987007,not found,2.06773,1.19072,2.529,0,0,0.3476,2,2,14,P21/c,297,1,2015,Pb,,,1,361.886,0.002763301,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BIFDIE,0,2.725135695,9.939398117,8.856994418,not found,1.73009,1.34123,1.881,0,0,0.29348,2,3,14,P21/c,98,0.5,2011,Rb,,,1,927.564,0.001078093,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
FEVRUV,0,2.720737791,9.352562686,7.720725771,not found,2.37507,1.88264,1.701,0,0,0.3125,2,3,123,P4/mmm,298,0.06,2015,Rb,,,1,1076.245,0.000929156,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
BIFDOK01,0,2.703990545,28.7945136,6.136270636,not found,0.793333,none,2.063,none,none,none,2,1,13,P2/n,173,0.5,1999,Cs,,,1,998.253,0.00100175,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BIFDOK,0,2.699076714,28.95166136,5.723230585,not found,2.00108,1.71629,2.083,0,0,0.32254,2,11.5,65,Cmmm,98,0.13,2011,Cs,,,1,988.895,0.00101123,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no
PAKQOK,0,2.691033573,17.50840771,6.135630035,not found,0.673333,none,1.864,none,none,none,2,1,14,P21/c,296,0.5,2015,Rb,,,1,936.169,0.001068183,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
BOLGUF,0,2.67924152,3.065504128,4.464929688,not found,2.38918,1.49855,2.165,0,0,0.31876,2,3,19,P212121,123,1,2004,Y,,,1,397.87,0.002513384,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
QAXBIB,0,2.660838189,10.13434759,25.32331704,not found,3.4667,3.13697,2.193,0,0,0.5194,2,1,14,P21/a,295,1,1997,Ag,,,1,1502.345,0.000665626,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
FEVSEG,0,2.659019381,4.979926338,11.91589191,not found,1.63375,1.12208,2.011,0,0,0.29252,2,1,14,P21/n,293,1,2015,Cs,,,1,1067.022,0.000937188,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
YIRFAI,0,2.611096597,13.29246953,31.33518767,not found,5.64558,5.2429,1.906,728.752,417.38,0.45174,2,1,14,P21/c,153,1,2008,Bi,B,,2,2248.676,0.000889412,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
BZTZTL,0,2.605216489,4.856485264,3.329976101,not found,1.65998,1.19381,3.267,0,0,0.25374,2,1.5,12,C2/m,100,0.5,2014,Tl,,,1,1311.113,0.000762711,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
JIZDAA,0,2.579940923,8.494990045,12.37424099,not found,0.493333,none,2.58,none,none,none,2,1,14,P21/c,296,0.5,2015,Cu,Fe,,2,1763.949,0.001700729,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
SOPDAD,0,2.519598864,17.44759426,15.48611918,not found,2.31577,1.42864,2.049,0,0,0.38178,2,1,33,Pna21,294,1,2006,Cu,,,1,1131.809,0.001767083,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no
GEDXAP,0,2.509866713,8.546452078,7.868218587,not found,2.2187,1.77968,2.4,0,0,0.30104,2,1,2,P-1,293,1,2011,Ag,,,1,625.351,0.001599102,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
RAQNEC,0,2.508953771,2.036309655,1.220460621,not found,1.81322,0.95599,2.72,0,0,0.26,2,1,12,C2/m,123,0.5,2011,Pb,,,1,491.437,0.002034849,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
IQOWUH01,0,2.494989705,13.49807011,18.01443616,not found,2.08377,0.88358,2.441,0,0,0.30646,2,4,2,P-1,300,0.5,2012,Cu,,,1,1595.983,0.001253146,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
RITMIT,0,2.494492281,79.67833571,5.770999337,not found,0.4,none,2.644,none,none,none,2,1,14,P21/c,90,1,2008,Cu,Fe,,2,1685.899,0.001779466,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
KOFSUU,0,2.477735239,2.910641444,0.569107557,not found,2.31101,1.4734,3.004,0,0,0.34562,2,1,14,P21/c,295,0.5,1997,Au,,,1,1455.318,0.000687135,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
QAFDAF,0,2.457880181,4.258042249,21.3041663,not found,0.54,none,2.381,none,none,none,2,2,19,P212121,293,1,2012,Pb,,,1,1276.585,0.00078334,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
QUPXUW,0,2.448151567,9.171716399,12.64003956,not found,0.526667,none,1.737,none,none,none,2,5,130,P4/ncc,293,0.25,2010,Cu,,,1,949.101,0.002107257,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
LAWQAD,0,2.42515686,4.544651478,0.928959258,not found,1.8082,1.05426,3.768,0,0,0.27284,2,1,12,C2/m,293,0.25,2011,Ag,,,1,1610.59,0.001241781,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
FOWMIP,0,2.424457255,37.58116394,4.941357933,not found,2.19769,1.41162,1.773,0,0,0.34526,2,1,15,C2/c,95,0.5,2008,Cu,,,1,1632.414,0.00061259,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no
YIFKAC,0,2.405945623,59.28497284,22.96398392,not found,0.386667,none,1.758,none,none,none,2,1,14,P21/n,296,1,2014,Ag,,,1,2562.391,0.000390261,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
IQOWUH02,0,2.40552167,4.948678778,5.56438967,not found,2.0888,0.91874,2.411,0,0,0.31,2,2,15,C2/c,100,0.5,2012,Cu,,,1,807.844,0.002475726,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
CECMEF,0,2.405060981,10.39850776,11.83512036,not found,0.506667,none,1.87,none,none,none,2,1,11,P21/m,293,0.5,2009,Ag,,,1,1570.003,0.000636941,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
WOZPIM02,0,2.398029832,8.923751086,22.05898471,not found,0.62,none,2.129,none,none,none,2,1,14,P21/c,293,1,2011,Cu,,,1,1202.561,0.001663117,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
VOBTAJ,0,2.376274875,34.29816209,14.36209147,not found,4.39414,3.96189,2.097,309.758,147.744,0.4175,2,1.5,14,P21/c,294,1,2008,Cu,,,1,2104.355,0.00095041,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
GEBYET,0,2.362795988,10.70180418,11.84417312,not found,2.07575,1.06858,2.673,0,0,0.27622,2,1,14,P21/n,293,1,2003,Cu,,,1,666.59,0.003000345,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
BUKNUR,0,2.33683388,1.659958321,3.854720628,not found,2.06066,0.75767,4.156,0,0,0.2455,2,2,2,P-1,293,1,2018,Pb,,,1,979.014,0.001021436,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
IKUHUT,0,2.310006993,12.26880422,19.23526939,not found,2.28,none,2.096,none,none,none,2,1,62,Pnma,295,0.5,1997,Cu,,,1,2104.907,0.000950161,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
EJUJAW,0,2.30315816,6.403188426,13.70097649,not found,1.67333,none,2.168,none,none,none,2,1,29,Pca21,296,1,2006,Ag,,,1,904.096,0.001106077,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
LAWQEH,0,2.296718858,2.604894835,1.541621046,not found,1.91511,0.94943,3.604,0,0,0.2577,2,1,12,C2/m,293,0.25,2011,Ag,,,1,1510.624,0.001323956,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
QEZBIJ,0,2.276680123,8.979549459,8.549208302,not found,0.42,none,2.679,none,none,none,2,3,162,P-31m,100,0.08,2018,Cu,,,1,797.643,0.001253694,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
ZAZVOO,0,2.27037198,21.53199453,20.87566989,not found,0.633333,none,2.618,none,none,none,2,2,15,C2/c,295,1,1996,Cu,,,1,1470.904,0.002719416,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
QOFCIX,0,2.264116628,8.599475638,20.79152992,not found,2.18674,1.41602,1.958,0,0,0.31902,2,3,12,C2/m,295,0.25,1998,Ag,,,1,1214.947,0.000823081,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
BEBQUX,0,2.255334426,21.1118689,3.004813789,not found,0.446667,none,1.766,none,none,none,2,4,15,C2/c,293,0.5,2010,Fe,Cu,,2,1952.736,0.001536306,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no
HAWVOQ,21.3392,0.002377731,21.3392,21.3392,not found,1.85235,1.04787,2.036,0,0,0.26294,2,1,95,P4322,296,0.5,2013,Co,,,1,311.573,0.003209521,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
ISIDAP,0,2.238848681,9.58141327,39.90171537,not found,2.90009,1.18351,2.346,0,0,0.4115,2,1,2,P-1,173,0.5,2006,Tl,,,1,1170.882,0.000854057,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
IQOWUH,0,2.228217194,3.399455548,1.325482043,not found,1.50936,0.90216,2.508,0,0,0.28256,2,1,15,C2/c,113,0.5,2005,Cu,,,1,388.303,0.002575308,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
UNAVAH,0,2.219074441,87.10106245,36.49747324,not found,1.97155,1.17301,3.661,0,0,0.31964,2,2,43,Fdd2,123,0.5,2000,Cu,,,1,4054.266,0.002219884,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
